cty_fips,county,year,labor_force,employed,unemployed
28157,"Wilkinson County, MS",2005,"3,724","3,268",456
28159,"Winston County, MS",2005,"7,981","7,390",591
28161,"Yalobusha County, MS",2005,"5,273","4,814",459
28163,"Yazoo County, MS",2005,"10,139","9,168",971
29001,"Adair County, MO",2005,"13,390","12,824",566
29003,"Andrew County, MO",2005,"9,805","9,298",507
29005,"Atchison County, MO",2005,"3,181","3,032",149
29007,"Audrain County, MO",2005,"12,125","11,500",625
29009,"Barry County, MO",2005,"17,406","16,544",862
29011,"Barton County, MO",2005,"6,456","6,130",326
29013,"Bates County, MO",2005,"7,936","7,432",504
29015,"Benton County, MO",2005,"8,461","7,941",520
29017,"Bollinger County, MO",2005,"5,856","5,493",363
29019,"Boone County, MO",2005,"85,727","82,672","3,055"
29021,"Buchanan County, MO",2005,"45,542","42,886","2,656"
29023,"Butler County, MO",2005,"22,234","21,085","1,149"
29025,"Caldwell County, MO",2005,"4,406","4,143",263
29027,"Callaway County, MO",2005,"22,596","21,530","1,066"
29029,"Camden County, MO",2005,"22,205","21,067","1,138"
29031,"Cape Girardeau County, MO",2005,"38,033","36,330","1,703"
29033,"Carroll County, MO",2005,"5,085","4,812",273
29035,"Carter County, MO",2005,"2,958","2,774",184
29037,"Cass County, MO",2005,"48,720","46,229","2,491"
29039,"Cedar County, MO",2005,"6,390","6,013",377
29041,"Chariton County, MO",2005,"4,221","3,988",233
29043,"Christian County, MO",2005,"37,337","35,744","1,593"
29045,"Clark County, MO",2005,"3,582","3,370",212
29047,"Clay County, MO",2005,"111,211","106,067","5,144"
29049,"Clinton County, MO",2005,"10,328","9,766",562
29051,"Cole County, MO",2005,"40,148","38,512","1,636"
29053,"Cooper County, MO",2005,"9,064","8,635",429
29055,"Crawford County, MO",2005,"11,834","11,119",715
29057,"Dade County, MO",2005,"3,741","3,535",206
29059,"Dallas County, MO",2005,"7,448","7,043",405
29061,"Daviess County, MO",2005,"4,023","3,827",196
29063,"DeKalb County, MO",2005,"5,062","4,765",297
29065,"Dent County, MO",2005,"6,546","6,136",410
29067,"Douglas County, MO",2005,"5,992","5,624",368
29069,"Dunklin County, MO",2005,"14,607","13,549","1,058"
29071,"Franklin County, MO",2005,"52,490","49,466","3,024"
29073,"Gasconade County, MO",2005,"7,898","7,459",439
29075,"Gentry County, MO",2005,"3,332","3,184",148
29077,"Greene County, MO",2005,"137,034","131,282","5,752"
29079,"Grundy County, MO",2005,"4,920","4,665",255
29081,"Harrison County, MO",2005,"4,624","4,381",243
29083,"Henry County, MO",2005,"10,809","10,152",657
29085,"Hickory County, MO",2005,"3,411","3,146",265
29087,"Holt County, MO",2005,"2,630","2,511",119
29089,"Howard County, MO",2005,"5,411","5,166",245
29091,"Howell County, MO",2005,"19,929","18,990",939
29093,"Iron County, MO",2005,"5,007","4,657",350
29095,"Jackson County, MO",2005,"336,286","314,780","21,506"
29097,"Jasper County, MO",2005,"54,567","51,929","2,638"
29099,"Jefferson County, MO",2005,"115,830","109,561","6,269"
29101,"Johnson County, MO",2005,"25,822","24,641","1,181"
29103,"Knox County, MO",2005,"2,439","2,345",94
29105,"Laclede County, MO",2005,"17,124","16,190",934
29107,"Lafayette County, MO",2005,"16,710","15,794",916
29109,"Lawrence County, MO",2005,"18,854","17,984",870
29111,"Lewis County, MO",2005,"5,761","5,500",261
29113,"Lincoln County, MO",2005,"24,529","23,192","1,337"
29115,"Linn County, MO",2005,"6,725","6,185",540
29117,"Livingston County, MO",2005,"7,338","6,989",349
29119,"McDonald County, MO",2005,"11,905","11,397",508
29121,"Macon County, MO",2005,"8,302","7,894",408
29123,"Madison County, MO",2005,"6,016","5,639",377
29125,"Maries County, MO",2005,"4,807","4,583",224
29127,"Marion County, MO",2005,"14,545","13,795",750
29129,"Mercer County, MO",2005,"1,810","1,732",78
29131,"Miller County, MO",2005,"13,333","12,574",759
29133,"Mississippi County, MO",2005,"5,835","5,415",420
29135,"Moniteau County, MO",2005,"7,564","7,182",382
29137,"Monroe County, MO",2005,"4,513","4,266",247
29139,"Montgomery County, MO",2005,"6,266","5,907",359
29141,"Morgan County, MO",2005,"9,560","8,947",613
29143,"New Madrid County, MO",2005,"8,634","8,043",591
29145,"Newton County, MO",2005,"27,744","26,347","1,397"
29147,"Nodaway County, MO",2005,"12,513","12,049",464
29149,"Oregon County, MO",2005,"4,301","4,071",230
29151,"Osage County, MO",2005,"7,502","7,150",352
29153,"Ozark County, MO",2005,"4,469","4,226",243
29155,"Pemiscot County, MO",2005,"8,048","7,439",609
29157,"Perry County, MO",2005,"10,434","10,016",418
29159,"Pettis County, MO",2005,"20,760","19,610","1,150"
29161,"Phelps County, MO",2005,"22,341","21,340","1,001"
29163,"Pike County, MO",2005,"8,935","8,463",472
29165,"Platte County, MO",2005,"47,312","45,192","2,120"
29167,"Polk County, MO",2005,"13,964","13,285",679
29169,"Pulaski County, MO",2005,"18,145","17,186",959
29171,"Putnam County, MO",2005,"2,554","2,433",121
29173,"Ralls County, MO",2005,"5,599","5,291",308
29175,"Randolph County, MO",2005,"13,091","12,426",665
29177,"Ray County, MO",2005,"11,787","11,145",642
29179,"Reynolds County, MO",2005,"2,592","2,390",202
29181,"Ripley County, MO",2005,"6,602","6,209",393
29183,"St. Charles County, MO",2005,"186,254","178,363","7,891"
29185,"St. Clair County, MO",2005,"4,327","4,070",257
29186,"Ste. Genevieve County, MO",2005,"9,533","9,024",509
29187,"St. Francois County, MO",2005,"28,033","26,172","1,861"
29189,"St. Louis County, MO",2005,"535,866","508,163","27,703"
29195,"Saline County, MO",2005,"12,049","11,453",596
29197,"Schuyler County, MO",2005,"2,285","2,150",135
29199,"Scotland County, MO",2005,"2,460","2,363",97
29201,"Scott County, MO",2005,"20,414","19,251","1,163"
29203,"Shannon County, MO",2005,"3,810","3,530",280
29205,"Shelby County, MO",2005,"3,205","3,038",167
29207,"Stoddard County, MO",2005,"15,970","15,051",919
29209,"Stone County, MO",2005,"15,855","14,591","1,264"
29211,"Sullivan County, MO",2005,"3,228","3,048",180
29213,"Taney County, MO",2005,"25,541","23,309","2,232"
29215,"Texas County, MO",2005,"10,747","10,058",689
29217,"Vernon County, MO",2005,"10,143","9,654",489
29219,"Warren County, MO",2005,"15,347","14,523",824
29221,"Washington County, MO",2005,"10,006","9,134",872
29223,"Wayne County, MO",2005,"5,801","5,412",389
29225,"Webster County, MO",2005,"16,706","15,922",784
29227,"Worth County, MO",2005,"1,144","1,098",46
29229,"Wright County, MO",2005,"8,195","7,677",518
29510,"St. Louis city, MO",2005,"157,506","144,748","12,758"
30001,"Beaverhead County, MT",2005,"4,956","4,777",179
30003,"Big Horn County, MT",2005,"5,238","4,760",478
30005,"Blaine County, MT",2005,"2,833","2,705",128
30007,"Broadwater County, MT",2005,"2,313","2,219",94
30009,"Carbon County, MT",2005,"5,387","5,182",205
30011,"Carter County, MT",2005,678,651,27
30013,"Cascade County, MT",2005,"38,950","37,279","1,671"
30015,"Chouteau County, MT",2005,"2,630","2,533",97
30017,"Custer County, MT",2005,"5,617","5,392",225
30019,"Daniels County, MT",2005,780,750,30
30021,"Dawson County, MT",2005,"4,189","4,033",156
30023,"Deer Lodge County, MT",2005,"3,852","3,613",239
30025,"Fallon County, MT",2005,"1,644","1,598",46
30027,"Fergus County, MT",2005,"5,819","5,517",302
30029,"Flathead County, MT",2005,"42,837","40,729","2,108"
30031,"Gallatin County, MT",2005,"46,649","45,172","1,477"
30033,"Garfield County, MT",2005,643,616,27
30035,"Glacier County, MT",2005,"5,866","5,407",459
30037,"Golden Valley County, MT",2005,537,511,26
30039,"Granite County, MT",2005,"1,233","1,159",74
30041,"Hill County, MT",2005,"7,854","7,499",355
30043,"Jefferson County, MT",2005,"5,598","5,361",237
30045,"Judith Basin County, MT",2005,"1,072","1,021",51
30047,"Lake County, MT",2005,"11,573","10,900",673
30049,"Lewis and Clark County, MT",2005,"30,847","29,614","1,233"
30051,"Liberty County, MT",2005,872,831,41
30053,"Lincoln County, MT",2005,"7,764","7,081",683
30055,"McCone County, MT",2005,"1,014",978,36
30057,"Madison County, MT",2005,"3,827","3,687",140
30059,"Meagher County, MT",2005,942,897,45
30061,"Mineral County, MT",2005,"1,948","1,830",118
30063,"Missoula County, MT",2005,"57,899","55,617","2,282"
30065,"Musselshell County, MT",2005,"2,088","1,971",117
30067,"Park County, MT",2005,"9,011","8,631",380
30069,"Petroleum County, MT",2005,227,215,12
30071,"Phillips County, MT",2005,"2,075","1,984",91
30073,"Pondera County, MT",2005,"2,724","2,584",140
30075,"Powder River County, MT",2005,916,880,36
30077,"Powell County, MT",2005,"2,667","2,496",171
30079,"Prairie County, MT",2005,553,525,28
30081,"Ravalli County, MT",2005,"18,433","17,473",960
30083,"Richland County, MT",2005,"5,080","4,902",178
30085,"Roosevelt County, MT",2005,"4,011","3,739",272
30087,"Rosebud County, MT",2005,"4,037","3,794",243
30089,"Sanders County, MT",2005,"4,554","4,238",316
30091,"Sheridan County, MT",2005,"1,765","1,699",66
30093,"Silver Bow County, MT",2005,"17,258","16,480",778
30095,"Stillwater County, MT",2005,"4,386","4,232",154
30097,"Sweet Grass County, MT",2005,"2,744","2,684",60
30099,"Teton County, MT",2005,"3,006","2,895",111
30101,"Toole County, MT",2005,"2,536","2,449",87
30103,"Treasure County, MT",2005,407,390,17
30105,"Valley County, MT",2005,"3,628","3,475",153
30107,"Wheatland County, MT",2005,"1,023",979,44
30109,"Wibaux County, MT",2005,493,475,18
30111,"Yellowstone County, MT",2005,"78,579","75,801","2,778"
31001,"Adams County, NE",2005,"17,027","16,449",578
31003,"Antelope County, NE",2005,"3,859","3,729",130
31005,"Arthur County, NE",2005,257,247,10
31007,"Banner County, NE",2005,388,377,11
31009,"Blaine County, NE",2005,285,274,11
31011,"Boone County, NE",2005,"3,166","3,058",108
31013,"Box Butte County, NE",2005,"5,614","5,392",222
31015,"Boyd County, NE",2005,"1,134","1,093",41
31017,"Brown County, NE",2005,"1,923","1,861",62
31019,"Buffalo County, NE",2005,"27,034","26,283",751
31021,"Burt County, NE",2005,"3,874","3,683",191
31023,"Butler County, NE",2005,"4,695","4,524",171
31025,"Cass County, NE",2005,"14,017","13,440",577
31027,"Cedar County, NE",2005,"4,989","4,853",136
31029,"Chase County, NE",2005,"2,140","2,080",60
31031,"Cherry County, NE",2005,"3,693","3,606",87
31033,"Cheyenne County, NE",2005,"5,277","5,126",151
31035,"Clay County, NE",2005,"3,241","3,122",119
31037,"Colfax County, NE",2005,"5,848","5,684",164
31039,"Cuming County, NE",2005,"5,352","5,191",161
31041,"Custer County, NE",2005,"6,228","6,048",180
31043,"Dakota County, NE",2005,"10,531","10,032",499
31045,"Dawes County, NE",2005,"4,758","4,604",154
31047,"Dawson County, NE",2005,"12,294","11,758",536
31049,"Deuel County, NE",2005,"1,090","1,056",34
31051,"Dixon County, NE",2005,"3,144","3,020",124
31053,"Dodge County, NE",2005,"19,680","18,817",863
31055,"Douglas County, NE",2005,"266,086","254,196","11,890"
31057,"Dundy County, NE",2005,"1,111","1,065",46
31059,"Fillmore County, NE",2005,"3,356","3,249",107
31061,"Franklin County, NE",2005,"1,893","1,829",64
31063,"Frontier County, NE",2005,"1,783","1,739",44
31065,"Furnas County, NE",2005,"2,547","2,453",94
31067,"Gage County, NE",2005,"12,833","12,264",569
31069,"Garden County, NE",2005,"1,056","1,025",31
31071,"Garfield County, NE",2005,"1,068","1,036",32
31073,"Gosper County, NE",2005,"1,058","1,021",37
31075,"Grant County, NE",2005,424,413,11
31077,"Greeley County, NE",2005,"1,386","1,336",50
31079,"Hall County, NE",2005,"30,130","28,977","1,153"
31081,"Hamilton County, NE",2005,"5,439","5,292",147
31083,"Harlan County, NE",2005,"1,793","1,736",57
31085,"Hayes County, NE",2005,514,496,18
31087,"Hitchcock County, NE",2005,"1,488","1,433",55
31089,"Holt County, NE",2005,"6,218","6,028",190
31091,"Hooker County, NE",2005,451,436,15
31093,"Howard County, NE",2005,"3,688","3,556",132
31095,"Jefferson County, NE",2005,"4,364","4,196",168
31097,"Johnson County, NE",2005,"3,140","3,027",113
31099,"Kearney County, NE",2005,"3,891","3,781",110
31101,"Keith County, NE",2005,"4,783","4,628",155
31103,"Keya Paha County, NE",2005,435,420,15
31105,"Kimball County, NE",2005,"2,138","2,075",63
31107,"Knox County, NE",2005,"4,887","4,720",167
31109,"Lancaster County, NE",2005,"156,012","150,504","5,508"
31111,"Lincoln County, NE",2005,"21,077","20,346",731
31113,"Logan County, NE",2005,447,436,11
31115,"Loup County, NE",2005,339,324,15
31117,"McPherson County, NE",2005,291,285,6
31119,"Madison County, NE",2005,"20,302","19,483",819
31121,"Merrick County, NE",2005,"4,290","4,133",157
31123,"Morrill County, NE",2005,"2,813","2,726",87
31125,"Nance County, NE",2005,"2,026","1,948",78
31127,"Nemaha County, NE",2005,"3,564","3,404",160
31129,"Nuckolls County, NE",2005,"2,416","2,336",80
31131,"Otoe County, NE",2005,"8,783","8,435",348
31133,"Pawnee County, NE",2005,"1,633","1,574",59
31135,"Perkins County, NE",2005,"1,587","1,547",40
31137,"Phelps County, NE",2005,"5,230","5,082",148
31139,"Pierce County, NE",2005,"4,266","4,116",150
31141,"Platte County, NE",2005,"17,132","16,500",632
31143,"Polk County, NE",2005,"3,050","2,951",99
31145,"Red Willow County, NE",2005,"6,018","5,809",209
31147,"Richardson County, NE",2005,"4,390","4,192",198
31149,"Rock County, NE",2005,937,909,28
31151,"Saline County, NE",2005,"8,322","8,044",278
31153,"Sarpy County, NE",2005,"72,972","70,497","2,475"
31155,"Saunders County, NE",2005,"11,153","10,715",438
31157,"Scotts Bluff County, NE",2005,"19,081","18,283",798
31159,"Seward County, NE",2005,"9,252","8,960",292
31161,"Sheridan County, NE",2005,"3,224","3,137",87
31163,"Sherman County, NE",2005,"1,911","1,838",73
31165,"Sioux County, NE",2005,772,750,22
31167,"Stanton County, NE",2005,"3,740","3,624",116
31169,"Thayer County, NE",2005,"2,985","2,894",91
31171,"Thomas County, NE",2005,414,399,15
31173,"Thurston County, NE",2005,"3,002","2,768",234
31175,"Valley County, NE",2005,"2,510","2,423",87
31177,"Washington County, NE",2005,"11,168","10,798",370
31179,"Wayne County, NE",2005,"5,474","5,309",165
31181,"Webster County, NE",2005,"2,011","1,939",72
31183,"Wheeler County, NE",2005,472,459,13
31185,"York County, NE",2005,"8,438","8,200",238
32001,"Churchill County, NV",2005,"12,421","11,938",483
32003,"Clark County, NV",2005,"869,251","833,919","35,332"
32005,"Douglas County, NV",2005,"21,997","21,014",983
32007,"Elko County, NV",2005,"23,526","22,696",830
32009,"Esmeralda County, NV",2005,458,437,21
32011,"Eureka County, NV",2005,672,650,22
32013,"Humboldt County, NV",2005,"7,791","7,511",280
32015,"Lander County, NV",2005,"2,702","2,604",98
32017,"Lincoln County, NV",2005,"1,563","1,485",78
32019,"Lyon County, NV",2005,"20,354","19,209","1,145"
32021,"Mineral County, NV",2005,"2,088","1,970",118
32023,"Nye County, NV",2005,"16,313","15,416",897
32027,"Pershing County, NV",2005,"2,422","2,306",116
32029,"Storey County, NV",2005,"2,266","2,169",97
32031,"Washoe County, NV",2005,"208,503","200,280","8,223"
32033,"White Pine County, NV",2005,"4,305","4,138",167
32510,"Carson City, NV",2005,"27,201","25,967","1,234"
33001,"Belknap County, NH",2005,"31,920","30,856","1,064"
33003,"Carroll County, NH",2005,"24,953","24,111",842
33005,"Cheshire County, NH",2005,"41,895","40,566","1,329"
33007,"Coos County, NH",2005,"16,662","15,980",682
33009,"Grafton County, NH",2005,"46,776","45,453","1,323"
33011,"Hillsborough County, NH",2005,"226,188","217,986","8,202"
33013,"Merrimack County, NH",2005,"78,128","75,672","2,456"
33015,"Rockingham County, NH",2005,"170,876","163,836","7,040"
33017,"Strafford County, NH",2005,"66,513","64,272","2,241"
33019,"Sullivan County, NH",2005,"21,942","21,296",646
34001,"Atlantic County, NJ",2005,"136,314","129,021","7,293"
34003,"Bergen County, NJ",2005,"465,823","448,415","17,408"
34005,"Burlington County, NJ",2005,"237,927","228,749","9,178"
34007,"Camden County, NJ",2005,"262,726","250,121","12,605"
34009,"Cape May County, NJ",2005,"57,700","53,895","3,805"
34011,"Cumberland County, NJ",2005,"69,082","64,663","4,419"
34013,"Essex County, NJ",2005,"360,801","340,502","20,299"
34015,"Gloucester County, NJ",2005,"148,091","141,602","6,489"
34017,"Hudson County, NJ",2005,"287,475","271,796","15,679"
34019,"Hunterdon County, NJ",2005,"71,103","68,878","2,225"
34021,"Mercer County, NJ",2005,"193,721","186,136","7,585"
34023,"Middlesex County, NJ",2005,"414,728","397,205","17,523"
34025,"Monmouth County, NJ",2005,"323,151","309,920","13,231"
34027,"Morris County, NJ",2005,"267,019","258,297","8,722"
34029,"Ocean County, NJ",2005,"248,890","237,282","11,608"
34031,"Passaic County, NJ",2005,"234,831","221,929","12,902"
34033,"Salem County, NJ",2005,"31,234","29,715","1,519"
34035,"Somerset County, NJ",2005,"174,544","168,578","5,966"
34037,"Sussex County, NJ",2005,"82,976","79,727","3,249"
34039,"Union County, NJ",2005,"264,877","252,218","12,659"
34041,"Warren County, NJ",2005,"58,567","56,249","2,318"
35001,"Bernalillo County, NM",2005,"305,757","291,412","14,345"
35003,"Catron County, NM",2005,"1,442","1,346",96
35005,"Chaves County, NM",2005,"26,115","24,612","1,503"
35006,"Cibola County, NM",2005,"12,217","11,538",679
35007,"Colfax County, NM",2005,"6,825","6,466",359
35009,"Curry County, NM",2005,"20,728","19,868",860
35011,"De Baca County, NM",2005,835,787,48
35013,"Dona Ana County, NM",2005,"85,089","80,297","4,792"
35015,"Eddy County, NM",2005,"24,586","23,453","1,133"
35017,"Grant County, NM",2005,"11,998","11,283",715
35019,"Guadalupe County, NM",2005,"1,730","1,602",128
35021,"Harding County, NM",2005,379,363,16
35023,"Hidalgo County, NM",2005,"2,451","2,329",122
35025,"Lea County, NM",2005,"25,780","24,721","1,059"
35027,"Lincoln County, NM",2005,"10,809","10,328",481
35028,"Los Alamos County, NM",2005,"11,523","11,212",311
35029,"Luna County, NM",2005,"12,566","10,941","1,625"
35031,"McKinley County, NM",2005,"26,949","25,159","1,790"
35033,"Mora County, NM",2005,"2,068","1,836",232
35035,"Otero County, NM",2005,"26,815","25,497","1,318"
35037,"Quay County, NM",2005,"3,953","3,743",210
35039,"Rio Arriba County, NM",2005,"20,903","19,649","1,254"
35041,"Roosevelt County, NM",2005,"9,461","9,102",359
35043,"Sandoval County, NM",2005,"50,173","47,553","2,620"
35045,"San Juan County, NM",2005,"54,461","51,561","2,900"
35047,"San Miguel County, NM",2005,"13,377","12,552",825
35049,"Santa Fe County, NM",2005,"76,704","73,560","3,144"
35051,"Sierra County, NM",2005,"5,452","5,160",292
35053,"Socorro County, NM",2005,"9,360","8,944",416
35055,"Taos County, NM",2005,"17,422","16,263","1,159"
35057,"Torrance County, NM",2005,"7,606","7,188",418
35059,"Union County, NM",2005,"1,925","1,856",69
35061,"Valencia County, NM",2005,"30,700","29,068","1,632"
36001,"Albany County, NY",2005,"159,258","153,040","6,218"
36003,"Allegany County, NY",2005,"23,532","22,163","1,369"
36005,"Bronx County, NY",2005,"507,229","468,809","38,420"
36007,"Broome County, NY",2005,"96,287","91,585","4,702"
36009,"Cattaraugus County, NY",2005,"42,123","39,858","2,265"
36011,"Cayuga County, NY",2005,"41,868","39,835","2,033"
36013,"Chautauqua County, NY",2005,"67,149","63,929","3,220"
36015,"Chemung County, NY",2005,"40,595","38,438","2,157"
36017,"Chenango County, NY",2005,"24,291","23,092","1,199"
36019,"Clinton County, NY",2005,"40,018","37,915","2,103"
36021,"Columbia County, NY",2005,"32,004","30,771","1,233"
36023,"Cortland County, NY",2005,"23,938","22,643","1,295"
36025,"Delaware County, NY",2005,"23,525","22,491","1,034"
36027,"Dutchess County, NY",2005,"147,009","141,260","5,749"
36029,"Erie County, NY",2005,"472,255","447,793","24,462"
36031,"Essex County, NY",2005,"18,741","17,739","1,002"
36033,"Franklin County, NY",2005,"22,551","21,231","1,320"
36035,"Fulton County, NY",2005,"26,970","25,471","1,499"
36037,"Genesee County, NY",2005,"33,104","31,514","1,590"
36039,"Greene County, NY",2005,"23,754","22,608","1,146"
36041,"Hamilton County, NY",2005,"3,167","2,995",172
36043,"Herkimer County, NY",2005,"31,671","30,005","1,666"
36045,"Jefferson County, NY",2005,"47,105","44,219","2,886"
36047,"Kings County, NY",2005,"1,070,528","1,003,685","66,843"
36049,"Lewis County, NY",2005,"12,729","11,971",758
36051,"Livingston County, NY",2005,"32,873","31,242","1,631"
36053,"Madison County, NY",2005,"36,109","34,253","1,856"
36055,"Monroe County, NY",2005,"376,359","359,288","17,071"
36057,"Montgomery County, NY",2005,"24,686","23,372","1,314"
36059,"Nassau County, NY",2005,"689,655","661,861","27,794"
36061,"New York County, NY",2005,"902,717","857,093","45,624"
36063,"Niagara County, NY",2005,"111,714","105,517","6,197"
36065,"Oneida County, NY",2005,"111,233","105,942","5,291"
36067,"Onondaga County, NY",2005,"233,689","223,200","10,489"
36069,"Ontario County, NY",2005,"56,825","54,274","2,551"
36071,"Orange County, NY",2005,"177,596","170,098","7,498"
36073,"Orleans County, NY",2005,"19,959","18,838","1,121"
36075,"Oswego County, NY",2005,"60,241","56,509","3,732"
36077,"Otsego County, NY",2005,"31,942","30,507","1,435"
36079,"Putnam County, NY",2005,"56,067","53,984","2,083"
36081,"Queens County, NY",2005,"1,090,028","1,032,819","57,209"
36083,"Rensselaer County, NY",2005,"83,813","80,311","3,502"
36085,"Richmond County, NY",2005,"231,455","219,267","12,188"
36087,"Rockland County, NY",2005,"151,221","145,210","6,011"
36089,"St. Lawrence County, NY",2005,"49,164","46,189","2,975"
36091,"Saratoga County, NY",2005,"119,981","115,603","4,378"
36093,"Schenectady County, NY",2005,"75,405","72,261","3,144"
36095,"Schoharie County, NY",2005,"15,856","15,056",800
36097,"Schuyler County, NY",2005,"9,881","9,342",539
36099,"Seneca County, NY",2005,"17,337","16,532",805
36101,"Steuben County, NY",2005,"44,595","42,072","2,523"
36103,"Suffolk County, NY",2005,"777,672","745,077","32,595"
36105,"Sullivan County, NY",2005,"35,159","33,456","1,703"
36107,"Tioga County, NY",2005,"26,310","25,069","1,241"
36109,"Tompkins County, NY",2005,"54,600","52,653","1,947"
36111,"Ulster County, NY",2005,"91,816","87,828","3,988"
36113,"Warren County, NY",2005,"35,471","33,852","1,619"
36115,"Washington County, NY",2005,"32,144","30,708","1,436"
36117,"Wayne County, NY",2005,"48,987","46,588","2,399"
36119,"Westchester County, NY",2005,"482,484","463,188","19,296"
36121,"Wyoming County, NY",2005,"21,431","20,307","1,124"
36123,"Yates County, NY",2005,"12,995","12,436",559
37001,"Alamance County, NC",2005,"68,710","64,582","4,128"
37003,"Alexander County, NC",2005,"18,234","17,246",988
37005,"Alleghany County, NC",2005,"4,873","4,603",270
37007,"Anson County, NC",2005,"10,562","9,777",785
37009,"Ashe County, NC",2005,"12,759","12,028",731
37011,"Avery County, NC",2005,"7,961","7,535",426
37013,"Beaufort County, NC",2005,"20,198","18,904","1,294"
37015,"Bertie County, NC",2005,"8,769","8,145",624
37017,"Bladen County, NC",2005,"15,440","14,303","1,137"
37019,"Brunswick County, NC",2005,"42,827","40,686","2,141"
37021,"Buncombe County, NC",2005,"115,125","110,113","5,012"
37023,"Burke County, NC",2005,"41,432","38,812","2,620"
37025,"Cabarrus County, NC",2005,"77,153","73,595","3,558"
37027,"Caldwell County, NC",2005,"39,683","36,453","3,230"
37029,"Camden County, NC",2005,"4,374","4,196",178
37031,"Carteret County, NC",2005,"32,250","30,757","1,493"
37033,"Caswell County, NC",2005,"10,583","9,762",821
37035,"Catawba County, NC",2005,"76,867","72,108","4,759"
37037,"Chatham County, NC",2005,"30,758","29,521","1,237"
37039,"Cherokee County, NC",2005,"10,422","9,797",625
37041,"Chowan County, NC",2005,"6,975","6,633",342
37043,"Clay County, NC",2005,"4,502","4,313",189
37045,"Cleveland County, NC",2005,"47,426","44,129","3,297"
37047,"Columbus County, NC",2005,"23,690","22,178","1,512"
37049,"Craven County, NC",2005,"40,795","38,880","1,915"
37051,"Cumberland County, NC",2005,"127,153","120,282","6,871"
37053,"Currituck County, NC",2005,"12,065","11,698",367
37055,"Dare County, NC",2005,"22,519","21,464","1,055"
37057,"Davidson County, NC",2005,"78,306","73,618","4,688"
37059,"Davie County, NC",2005,"19,826","18,987",839
37061,"Duplin County, NC",2005,"23,659","22,232","1,427"
37063,"Durham County, NC",2005,"129,938","124,302","5,636"
37065,"Edgecombe County, NC",2005,"24,224","22,184","2,040"
37067,"Forsyth County, NC",2005,"168,092","160,199","7,893"
37069,"Franklin County, NC",2005,"25,987","24,751","1,236"
37071,"Gaston County, NC",2005,"96,079","90,231","5,848"
37073,"Gates County, NC",2005,"4,918","4,717",201
37075,"Graham County, NC",2005,"4,039","3,759",280
37077,"Granville County, NC",2005,"23,754","22,320","1,434"
37079,"Greene County, NC",2005,"8,934","8,384",550
37081,"Guilford County, NC",2005,"240,605","228,396","12,209"
37083,"Halifax County, NC",2005,"23,665","21,968","1,697"
37085,"Harnett County, NC",2005,"45,310","42,913","2,397"
37087,"Haywood County, NC",2005,"27,125","25,911","1,214"
37089,"Henderson County, NC",2005,"46,267","44,326","1,941"
37091,"Hertford County, NC",2005,"9,808","9,232",576
37093,"Hoke County, NC",2005,"18,402","17,340","1,062"
37095,"Hyde County, NC",2005,"2,906","2,734",172
37097,"Iredell County, NC",2005,"72,392","68,749","3,643"
37099,"Jackson County, NC",2005,"20,511","19,676",835
37101,"Johnston County, NC",2005,"70,876","67,718","3,158"
37103,"Jones County, NC",2005,"4,935","4,695",240
37105,"Lee County, NC",2005,"25,968","24,526","1,442"
37107,"Lenoir County, NC",2005,"27,695","26,091","1,604"
37109,"Lincoln County, NC",2005,"36,213","34,184","2,029"
37111,"McDowell County, NC",2005,"21,131","19,634","1,497"
37113,"Macon County, NC",2005,"15,623","14,888",735
37115,"Madison County, NC",2005,"9,766","9,264",502
37117,"Martin County, NC",2005,"12,011","11,310",701
37119,"Mecklenburg County, NC",2005,"426,529","405,368","21,161"
37121,"Mitchell County, NC",2005,"7,767","7,197",570
37123,"Montgomery County, NC",2005,"12,345","11,504",841
37125,"Moore County, NC",2005,"35,748","33,927","1,821"
37127,"Nash County, NC",2005,"44,187","41,528","2,659"
37129,"New Hanover County, NC",2005,"97,891","93,864","4,027"
37131,"Northampton County, NC",2005,"8,941","8,344",597
37133,"Onslow County, NC",2005,"55,996","53,011","2,985"
37135,"Orange County, NC",2005,"65,060","62,622","2,438"
37137,"Pamlico County, NC",2005,"5,691","5,434",257
37139,"Pasquotank County, NC",2005,"17,239","16,418",821
37141,"Pender County, NC",2005,"21,914","20,864","1,050"
37143,"Perquimans County, NC",2005,"5,142","4,896",246
37145,"Person County, NC",2005,"18,733","17,537","1,196"
37147,"Pitt County, NC",2005,"73,488","69,235","4,253"
37149,"Polk County, NC",2005,"9,104","8,724",380
37151,"Randolph County, NC",2005,"74,686","71,131","3,555"
37153,"Richmond County, NC",2005,"20,124","18,579","1,545"
37155,"Robeson County, NC",2005,"52,340","48,783","3,557"
37157,"Rockingham County, NC",2005,"45,686","42,675","3,011"
37159,"Rowan County, NC",2005,"67,803","64,151","3,652"
37161,"Rutherford County, NC",2005,"29,473","26,929","2,544"
37163,"Sampson County, NC",2005,"31,203","29,682","1,521"
37165,"Scotland County, NC",2005,"15,076","13,613","1,463"
37167,"Stanly County, NC",2005,"29,475","27,888","1,587"
37169,"Stokes County, NC",2005,"23,944","22,748","1,196"
37171,"Surry County, NC",2005,"34,916","32,871","2,045"
37173,"Swain County, NC",2005,"6,868","6,395",473
37175,"Transylvania County, NC",2005,"12,361","11,706",655
