cbsa_fips,csa_fips,cbsa,cbsa_type,csa
21060,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
30940,,"London, KY",Micropolitan Statistical Area,
19220,,"Danville, KY",Micropolitan Statistical Area,
37140,424,"Paducah, KY-IL",Micropolitan Statistical Area,"Paducah-Mayfield, KY-IL"
37140,424,"Paducah, KY-IL",Micropolitan Statistical Area,"Paducah-Mayfield, KY-IL"
36980,,"Owensboro, KY",Metropolitan Statistical Area,
40080,336,"Richmond-Berea, KY",Micropolitan Statistical Area,"Lexington-Fayette--Richmond--Frankfort, KY"
32500,178,"Maysville, KY",Micropolitan Statistical Area,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21060,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
34460,336,"Mount Sterling, KY",Micropolitan Statistical Area,"Lexington-Fayette--Richmond--Frankfort, KY"
23980,150,"Glasgow, KY",Micropolitan Statistical Area,"Bowling Green-Glasgow, KY"
34460,336,"Mount Sterling, KY",Micropolitan Statistical Area,"Lexington-Fayette--Richmond--Frankfort, KY"
12680,350,"Bardstown, KY",Micropolitan Statistical Area,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
31140,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
17140,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
43700,,"Somerset, KY",Micropolitan Statistical Area,
40080,336,"Richmond-Berea, KY",Micropolitan Statistical Area,"Lexington-Fayette--Richmond--Frankfort, KY"
30460,336,"Lexington-Fayette, KY",Metropolitan Statistical Area,"Lexington-Fayette--Richmond--Frankfort, KY"
31140,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
31140,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
15820,,"Campbellsville, KY",Micropolitan Statistical Area,
17300,,"Clarksville, TN-KY",Metropolitan Statistical Area,
31140,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
14540,150,"Bowling Green, KY",Metropolitan Statistical Area,"Bowling Green-Glasgow, KY"
30940,,"London, KY",Micropolitan Statistical Area,
30460,336,"Lexington-Fayette, KY",Metropolitan Statistical Area,"Lexington-Fayette--Richmond--Frankfort, KY"
29180,318,"Lafayette, LA",Metropolitan Statistical Area,"Lafayette-Opelousas-Morgan City, LA"
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
19760,217,"DeRidder, LA",Micropolitan Statistical Area,"DeRidder-Fort Polk South, LA"
43340,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,
43340,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,
29340,,"Lake Charles, LA",Metropolitan Statistical Area,
29340,,"Lake Charles, LA",Metropolitan Statistical Area,
35020,,"Natchez, MS-LA",Micropolitan Statistical Area,
43340,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
10780,,"Alexandria, LA",Metropolitan Statistical Area,
29180,318,"Lafayette, LA",Metropolitan Statistical Area,"Lafayette-Opelousas-Morgan City, LA"
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
35380,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
29180,318,"Lafayette, LA",Metropolitan Statistical Area,"Lafayette-Opelousas-Morgan City, LA"
26380,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,
40820,384,"Ruston, LA",Micropolitan Statistical Area,"Monroe-Ruston-Bastrop, LA"
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
12820,384,"Bastrop, LA",Micropolitan Statistical Area,"Monroe-Ruston-Bastrop, LA"
35060,,"Natchitoches, LA",Micropolitan Statistical Area,
35380,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
33740,384,"Monroe, LA",Metropolitan Statistical Area,"Monroe-Ruston-Bastrop, LA"
35380,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
10780,,"Alexandria, LA",Metropolitan Statistical Area,
35380,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
35380,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
35380,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
35380,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
36660,318,"Opelousas, LA",Micropolitan Statistical Area,"Lafayette-Opelousas-Morgan City, LA"
29180,318,"Lafayette, LA",Metropolitan Statistical Area,"Lafayette-Opelousas-Morgan City, LA"
34020,318,"Morgan City, LA",Micropolitan Statistical Area,"Lafayette-Opelousas-Morgan City, LA"
35380,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
25220,406,"Hammond, LA",Metropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
26380,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,
33740,384,"Monroe, LA",Metropolitan Statistical Area,"Monroe-Ruston-Bastrop, LA"
29180,318,"Lafayette, LA",Metropolitan Statistical Area,"Lafayette-Opelousas-Morgan City, LA"
22860,217,"Fort Polk South, LA",Micropolitan Statistical Area,"DeRidder-Fort Polk South, LA"
14220,406,"Bogalusa, LA",Micropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
43340,,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
12940,,"Baton Rouge, LA",Metropolitan Statistical Area,
30340,438,"Lewiston-Auburn, ME",Metropolitan Statistical Area,"Portland-Lewiston-South Portland, ME"
38860,438,"Portland-South Portland, ME",Metropolitan Statistical Area,"Portland-Lewiston-South Portland, ME"
12300,,"Augusta-Waterville, ME",Micropolitan Statistical Area,
12620,,"Bangor, ME",Metropolitan Statistical Area,
38860,438,"Portland-South Portland, ME",Metropolitan Statistical Area,"Portland-Lewiston-South Portland, ME"
38860,438,"Portland-South Portland, ME",Metropolitan Statistical Area,"Portland-Lewiston-South Portland, ME"
19060,,"Cumberland, MD-WV",Metropolitan Statistical Area,
12580,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
12580,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
12580,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
37980,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
15700,548,"Cambridge, MD",Micropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
12580,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
12580,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
12580,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
15680,548,"California-Lexington Park, MD",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
41540,,"Salisbury, MD-DE",Metropolitan Statistical Area,
20660,548,"Easton, MD",Micropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
25180,548,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
41540,,"Salisbury, MD-DE",Metropolitan Statistical Area,
41540,,"Salisbury, MD-DE",Metropolitan Statistical Area,
12580,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
12700,148,"Barnstable Town, MA",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
38340,,"Pittsfield, MA",Metropolitan Statistical Area,
39300,148,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
47240,,"Vineyard Haven, MA",Micropolitan Statistical Area,
14460,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
24640,521,"Greenfield Town, MA",Micropolitan Statistical Area,"Springfield-Greenfield Town, MA"
44140,521,"Springfield, MA",Metropolitan Statistical Area,"Springfield-Greenfield Town, MA"
44140,521,"Springfield, MA",Metropolitan Statistical Area,"Springfield-Greenfield Town, MA"
14460,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
14460,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
14460,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
14460,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
49340,148,"Worcester, MA-CT",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT"
26090,266,"Holland, MI",Micropolitan Statistical Area,"Grand Rapids-Wyoming-Muskegon, MI"
10980,,"Alpena, MI",Micropolitan Statistical Area,
24340,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,"Grand Rapids-Wyoming-Muskegon, MI"
13020,474,"Bay City, MI",Metropolitan Statistical Area,"Saginaw-Midland-Bay City, MI"
45900,,"Traverse City, MI",Micropolitan Statistical Area,
35660,515,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,"South Bend-Elkhart-Mishawaka, IN-MI"
17740,,"Coldwater, MI",Micropolitan Statistical Area,
12980,310,"Battle Creek, MI",Metropolitan Statistical Area,"Kalamazoo-Battle Creek-Portage, MI"
43780,515,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,"South Bend-Elkhart-Mishawaka, IN-MI"
42300,,"Sault Ste. Marie, MI",Micropolitan Statistical Area,
29620,330,"Lansing-East Lansing, MI",Metropolitan Statistical Area,"Lansing-East Lansing-Owosso, MI"
21540,,"Escanaba, MI",Micropolitan Statistical Area,
27020,,"Iron Mountain, MI-WI",Micropolitan Statistical Area,
29620,330,"Lansing-East Lansing, MI",Metropolitan Statistical Area,"Lansing-East Lansing-Owosso, MI"
22420,220,"Flint, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
45900,,"Traverse City, MI",Micropolitan Statistical Area,
10940,394,"Alma, MI",Micropolitan Statistical Area,"Mount Pleasant-Alma, MI"
25880,,"Hillsdale, MI",Micropolitan Statistical Area,
26340,,"Houghton, MI",Micropolitan Statistical Area,
29620,330,"Lansing-East Lansing, MI",Metropolitan Statistical Area,"Lansing-East Lansing-Owosso, MI"
26960,266,"Ionia, MI",Micropolitan Statistical Area,"Grand Rapids-Wyoming-Muskegon, MI"
34380,394,"Mount Pleasant, MI",Micropolitan Statistical Area,"Mount Pleasant-Alma, MI"
27100,,"Jackson, MI",Metropolitan Statistical Area,
28020,310,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,"Kalamazoo-Battle Creek-Portage, MI"
45900,,"Traverse City, MI",Micropolitan Statistical Area,
24340,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,"Grand Rapids-Wyoming-Muskegon, MI"
26340,,"Houghton, MI",Micropolitan Statistical Area,
19820,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
45900,,"Traverse City, MI",Micropolitan Statistical Area,
10300,220,"Adrian, MI",Micropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
19820,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
19820,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
32100,,"Marquette, MI",Micropolitan Statistical Area,
31220,,"Ludington, MI",Micropolitan Statistical Area,
13660,266,"Big Rapids, MI",Micropolitan Statistical Area,"Grand Rapids-Wyoming-Muskegon, MI"
31940,,"Marinette, WI-MI",Micropolitan Statistical Area,
33220,474,"Midland, MI",Metropolitan Statistical Area,"Saginaw-Midland-Bay City, MI"
15620,,"Cadillac, MI",Micropolitan Statistical Area,
33780,220,"Monroe, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
24340,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,"Grand Rapids-Wyoming-Muskegon, MI"
34740,266,"Muskegon, MI",Metropolitan Statistical Area,"Grand Rapids-Wyoming-Muskegon, MI"
19820,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
24340,266,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,"Grand Rapids-Wyoming-Muskegon, MI"
40980,474,"Saginaw, MI",Metropolitan Statistical Area,"Saginaw-Midland-Bay City, MI"
19820,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
44780,310,"Sturgis, MI",Micropolitan Statistical Area,"Kalamazoo-Battle Creek-Portage, MI"
37020,330,"Owosso, MI",Micropolitan Statistical Area,"Lansing-East Lansing-Owosso, MI"
28020,310,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,"Kalamazoo-Battle Creek-Portage, MI"
11460,220,"Ann Arbor, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
19820,220,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,"Detroit-Warren-Ann Arbor, MI"
15620,,"Cadillac, MI",Micropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
13420,,"Bemidji, MN",Micropolitan Statistical Area,
41060,378,"St. Cloud, MN",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
31860,359,"Mankato-North Mankato, MN",Metropolitan Statistical Area,"Mankato-New Ulm-North Mankato, MN"
35580,359,"New Ulm, MN",Micropolitan Statistical Area,"Mankato-New Ulm-North Mankato, MN"
20260,,"Duluth, MN-WI",Metropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
14660,,"Brainerd, MN",Micropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
22020,244,"Fargo, ND-MN",Metropolitan Statistical Area,"Fargo-Wahpeton, ND-MN"
14660,,"Brainerd, MN",Micropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
40340,462,"Rochester, MN",Metropolitan Statistical Area,"Rochester-Austin, MN"
10820,,"Alexandria, MN",Micropolitan Statistical Area,
40340,462,"Rochester, MN",Metropolitan Statistical Area,"Rochester-Austin, MN"
10660,,"Albert Lea, MN",Micropolitan Statistical Area,
39860,378,"Red Wing, MN",Micropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
29100,,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
48820,,"Willmar, MN",Micropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
32140,,"Marshall, MN",Micropolitan Statistical Area,
26780,378,"Hutchinson, MN",Micropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
12380,462,"Austin, MN",Micropolitan Statistical Area,"Rochester-Austin, MN"
31860,359,"Mankato-North Mankato, MN",Metropolitan Statistical Area,"Mankato-New Ulm-North Mankato, MN"
49380,,"Worthington, MN",Micropolitan Statistical Area,
40340,462,"Rochester, MN",Metropolitan Statistical Area,"Rochester-Austin, MN"
22260,,"Fergus Falls, MN",Micropolitan Statistical Area,
24220,,"Grand Forks, ND-MN",Metropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
22060,378,"Faribault-Northfield, MN",Micropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
20260,,"Duluth, MN-WI",Metropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
41060,378,"St. Cloud, MN",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
36940,,"Owatonna, MN",Micropolitan Statistical Area,
40340,462,"Rochester, MN",Metropolitan Statistical Area,"Rochester-Austin, MN"
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
47420,244,"Wahpeton, ND-MN",Micropolitan Statistical Area,"Fargo-Wahpeton, ND-MN"
49100,,"Winona, MN",Micropolitan Statistical Area,
33460,378,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,"Minneapolis-St. Paul, MN-WI"
35020,,"Natchez, MS-LA",Micropolitan Statistical Area,
18420,,"Corinth, MS",Micropolitan Statistical Area,
32620,,"McComb, MS",Micropolitan Statistical Area,
32820,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"Memphis-Forrest City, TN-MS-AR"
17380,185,"Cleveland, MS",Micropolitan Statistical Area,"Cleveland-Indianola, MS"
24900,,"Greenwood, MS",Micropolitan Statistical Area,
46980,298,"Vicksburg, MS",Micropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
32940,,"Meridian, MS",Micropolitan Statistical Area,
17260,,"Clarksdale, MS",Micropolitan Statistical Area,
27140,298,"Jackson, MS",Metropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
32820,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"Memphis-Forrest City, TN-MS-AR"
25620,,"Hattiesburg, MS",Metropolitan Statistical Area,
24980,,"Grenada, MS",Micropolitan Statistical Area,
25060,,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,
25060,,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,
27140,298,"Jackson, MS",Metropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
46180,,"Tupelo, MS",Micropolitan Statistical Area,
25060,,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,
29860,,"Laurel, MS",Micropolitan Statistical Area,
29860,,"Laurel, MS",Micropolitan Statistical Area,
32940,,"Meridian, MS",Micropolitan Statistical Area,
37060,,"Oxford, MS",Micropolitan Statistical Area,
25620,,"Hattiesburg, MS",Metropolitan Statistical Area,
32940,,"Meridian, MS",Micropolitan Statistical Area,
46180,,"Tupelo, MS",Micropolitan Statistical Area,
24900,,"Greenwood, MS",Micropolitan Statistical Area,
15020,298,"Brookhaven, MS",Micropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
18060,,"Columbus, MS",Micropolitan Statistical Area,
27140,298,"Jackson, MS",Metropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
32820,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"Memphis-Forrest City, TN-MS-AR"
44260,,"Starkville, MS",Micropolitan Statistical Area,
38100,406,"Picayune, MS",Micropolitan Statistical Area,"New Orleans-Metairie-Hammond, LA-MS"
25620,,"Hattiesburg, MS",Metropolitan Statistical Area,
32620,,"McComb, MS",Micropolitan Statistical Area,
46180,,"Tupelo, MS",Micropolitan Statistical Area,
27140,298,"Jackson, MS",Metropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
27140,298,"Jackson, MS",Metropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
26940,185,"Indianola, MS",Micropolitan Statistical Area,"Cleveland-Indianola, MS"
32820,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"Memphis-Forrest City, TN-MS-AR"
32820,368,"Memphis, TN-MS-AR",Metropolitan Statistical Area,"Memphis-Forrest City, TN-MS-AR"
46980,298,"Vicksburg, MS",Micropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
24740,,"Greenville, MS",Micropolitan Statistical Area,
27140,298,"Jackson, MS",Metropolitan Statistical Area,"Jackson-Vicksburg-Brookhaven, MS"
28860,,"Kirksville, MO",Micropolitan Statistical Area,
41140,312,"St. Joseph, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
33020,190,"Mexico, MO",Micropolitan Statistical Area,"Columbia-Moberly-Mexico, MO"
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
16020,164,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,"Cape Girardeau-Sikeston, MO-IL"
17860,190,"Columbia, MO",Metropolitan Statistical Area,"Columbia-Moberly-Mexico, MO"
41140,312,"St. Joseph, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
38740,,"Poplar Bluff, MO",Micropolitan Statistical Area,
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
27620,,"Jefferson City, MO",Metropolitan Statistical Area,
16020,164,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,"Cape Girardeau-Sikeston, MO-IL"
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
44180,520,"Springfield, MO",Metropolitan Statistical Area,"Springfield-Branson, MO"
22800,,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
27620,,"Jefferson City, MO",Metropolitan Statistical Area,
44180,520,"Springfield, MO",Metropolitan Statistical Area,"Springfield-Branson, MO"
41140,312,"St. Joseph, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
28380,,"Kennett, MO",Micropolitan Statistical Area,
41180,476,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL"
44180,520,"Springfield, MO",Metropolitan Statistical Area,"Springfield-Branson, MO"
48460,,"West Plains, MO",Micropolitan Statistical Area,
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
27900,309,"Joplin, MO",Metropolitan Statistical Area,"Joplin-Miami, MO-OK"
41180,476,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL"
47660,312,"Warrensburg, MO",Micropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
30060,,"Lebanon, MO",Micropolitan Statistical Area,
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
39500,448,"Quincy, IL-MO",Micropolitan Statistical Area,"Quincy-Hannibal, IL-MO"
41180,476,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL"
22220,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,
25300,448,"Hannibal, MO",Micropolitan Statistical Area,"Quincy-Hannibal, IL-MO"
27620,,"Jefferson City, MO",Metropolitan Statistical Area,
27900,309,"Joplin, MO",Metropolitan Statistical Area,"Joplin-Miami, MO-OK"
32340,,"Maryville, MO",Micropolitan Statistical Area,
27620,,"Jefferson City, MO",Metropolitan Statistical Area,
42740,,"Sedalia, MO",Micropolitan Statistical Area,
40620,,"Rolla, MO",Micropolitan Statistical Area,
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
44180,520,"Springfield, MO",Metropolitan Statistical Area,"Springfield-Branson, MO"
22780,,"Fort Leonard Wood, MO",Micropolitan Statistical Area,
25300,448,"Hannibal, MO",Micropolitan Statistical Area,"Quincy-Hannibal, IL-MO"
33620,190,"Moberly, MO",Micropolitan Statistical Area,"Columbia-Moberly-Mexico, MO"
28140,312,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City-Overland Park-Kansas City, MO-KS"
41180,476,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL"
22100,476,"Farmington, MO",Micropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL"
41180,476,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL"
32180,,"Marshall, MO",Micropolitan Statistical Area,
28860,,"Kirksville, MO",Micropolitan Statistical Area,
43460,164,"Sikeston, MO",Micropolitan Statistical Area,"Cape Girardeau-Sikeston, MO-IL"
14700,520,"Branson, MO",Micropolitan Statistical Area,"Springfield-Branson, MO"
14700,520,"Branson, MO",Micropolitan Statistical Area,"Springfield-Branson, MO"
41180,476,"St. Louis, MO-IL",Metropolitan Statistical Area,"St. Louis-St. Charles-Farmington, MO-IL"
44180,520,"Springfield, MO",Metropolitan Statistical Area,"Springfield-Branson, MO"
