cbsa_fips,cbsa,cbsa_type,city,city_fips
42900,"Seneca Falls, NY",Micropolitan Statistical Area,Seneca Falls,3666322
42940,"Sevierville, TN",Micropolitan Statistical Area,Sevierville,4767120
42980,"Seymour, IN",Micropolitan Statistical Area,Seymour,1868832
43020,"Shawano, WI",Micropolitan Statistical Area,Shawano,5572925
43060,"Shawnee, OK",Micropolitan Statistical Area,Shawnee,4066800
43100,"Sheboygan, WI",Metropolitan Statistical Area,Sheboygan,5572975
43140,"Shelby, NC",Micropolitan Statistical Area,Shelby,3761200
43180,"Shelbyville, TN",Micropolitan Statistical Area,Shelbyville,4767760
43220,"Shelton, WA",Micropolitan Statistical Area,Shelton,5363735
43260,"Sheridan, WY",Micropolitan Statistical Area,Sheridan,5669845
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Denison,4819900
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Sherman,4867496
43320,"Show Low, AZ",Micropolitan Statistical Area,Show Low,466470
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Bossier City,2208920
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Shreveport,2270000
43380,"Sidney, OH",Micropolitan Statistical Area,Sidney,3972424
43420,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,Douglas,420050
43420,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,Sierra Vista,466820
43460,"Sikeston, MO",Micropolitan Statistical Area,Sikeston,2967790
43500,"Silver City, NM",Micropolitan Statistical Area,Silver City,3573260
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Sioux City,1973335
43620,"Sioux Falls, SD",Metropolitan Statistical Area,Sioux Falls,4659020
43660,"Snyder, TX",Micropolitan Statistical Area,Snyder,4868624
43700,"Somerset, KY",Micropolitan Statistical Area,Somerset,2171688
43740,"Somerset, PA",Micropolitan Statistical Area,Somerset,4271776
43760,"Sonora, CA",Micropolitan Statistical Area,Sonora,672674
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,Mishawaka,1849932
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,South Bend,1871000
43900,"Spartanburg, SC",Metropolitan Statistical Area,Spartanburg,4568290
43940,"Spearfish, SD",Micropolitan Statistical Area,Spearfish,4660020
43980,"Spencer, IA",Micropolitan Statistical Area,Spencer,1974280
44020,"Spirit Lake, IA",Micropolitan Statistical Area,Spirit Lake,1974415
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Spokane,5367000
44100,"Springfield, IL",Metropolitan Statistical Area,Springfield,1772000
44140,"Springfield, MA",Metropolitan Statistical Area,Springfield,2567000
44180,"Springfield, MO",Metropolitan Statistical Area,Springfield,2970000
44220,"Springfield, OH",Metropolitan Statistical Area,Springfield,3974118
44260,"Starkville, MS",Micropolitan Statistical Area,Starkville,2870240
44300,"State College, PA",Metropolitan Statistical Area,State College,4273808
44340,"Statesboro, GA",Micropolitan Statistical Area,Statesboro,1373256
44420,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Staunton,5175216
44420,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Waynesboro,5183680
44460,"Steamboat Springs, CO",Micropolitan Statistical Area,Steamboat Springs,873825
44500,"Stephenville, TX",Micropolitan Statistical Area,Stephenville,4870208
44540,"Sterling, CO",Micropolitan Statistical Area,Sterling,873935
44580,"Sterling, IL",Micropolitan Statistical Area,Sterling,1772546
44620,"Stevens Point, WI",Micropolitan Statistical Area,Stevens Point,5577200
44660,"Stillwater, OK",Micropolitan Statistical Area,Stillwater,4070300
44700,"Stockton-Lodi, CA",Metropolitan Statistical Area,Lodi,642202
44700,"Stockton-Lodi, CA",Metropolitan Statistical Area,Stockton,675000
44740,"Storm Lake, IA",Micropolitan Statistical Area,Storm Lake,1975630
44780,"Sturgis, MI",Micropolitan Statistical Area,Sturgis,2676960
44860,"Sulphur Springs, TX",Micropolitan Statistical Area,Sulphur Springs,4870904
44900,"Summerville, GA",Micropolitan Statistical Area,Summerville,1374376
44920,"Summit Park, UT",Micropolitan Statistical Area,Summit Park,4974095
44940,"Sumter, SC",Metropolitan Statistical Area,Sumter,4570405
44980,"Sunbury, PA",Micropolitan Statistical Area,Sunbury,4275304
45000,"Susanville, CA",Micropolitan Statistical Area,Susanville,677364
45020,"Sweetwater, TX",Micropolitan Statistical Area,Sweetwater,4871540
45060,"Syracuse, NY",Metropolitan Statistical Area,Syracuse,3673000
45140,"Tahlequah, OK",Micropolitan Statistical Area,Tahlequah,4072100
45180,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,Sylacauga,174352
45180,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,Talladega,174592
45220,"Tallahassee, FL",Metropolitan Statistical Area,Tallahassee,1270600
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Clearwater,1212875
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Largo,1239425
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,St. Petersburg,1263000
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Tampa,1271000
45340,"Taos, NM",Micropolitan Statistical Area,Taos,3576200
45380,"Taylorville, IL",Micropolitan Statistical Area,Taylorville,1774574
45460,"Terre Haute, IN",Metropolitan Statistical Area,Terre Haute,1875428
45500,"Texarkana, TX-AR",Metropolitan Statistical Area,Texarkana,4872368
45520,"The Dalles, OR",Micropolitan Statistical Area,The Dalles,4172950
45540,"The Villages, FL",Metropolitan Statistical Area,The Villages,1271625
45580,"Thomaston, GA",Micropolitan Statistical Area,Thomaston,1376168
45620,"Thomasville, GA",Micropolitan Statistical Area,Thomasville,1376224
45660,"Tiffin, OH",Micropolitan Statistical Area,Tiffin,3976778
45700,"Tifton, GA",Micropolitan Statistical Area,Tifton,1376476
45740,"Toccoa, GA",Micropolitan Statistical Area,Toccoa,1376756
45780,"Toledo, OH",Metropolitan Statistical Area,Toledo,3977000
45820,"Topeka, KS",Metropolitan Statistical Area,Topeka,2071000
45860,"Torrington, CT",Micropolitan Statistical Area,Torrington,976500
45900,"Traverse City, MI",Micropolitan Statistical Area,Traverse City,2680340
45940,"Trenton, NJ",Metropolitan Statistical Area,Trenton,3474000
45980,"Troy, AL",Micropolitan Statistical Area,Troy,176920
46020,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,Grass Valley,630798
46020,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,Truckee,680588
46060,"Tucson, AZ",Metropolitan Statistical Area,Tucson,477000
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Manchester,4745500
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Tullahoma,4775320
46140,"Tulsa, OK",Metropolitan Statistical Area,Tulsa,4075000
46180,"Tupelo, MS",Micropolitan Statistical Area,Tupelo,2874840
46220,"Tuscaloosa, AL",Metropolitan Statistical Area,Tuscaloosa,177256
46300,"Twin Falls, ID",Micropolitan Statistical Area,Twin Falls,1682810
46340,"Tyler, TX",Metropolitan Statistical Area,Tyler,4874144
46380,"Ukiah, CA",Micropolitan Statistical Area,Ukiah,681134
46460,"Union City, TN-KY",Micropolitan Statistical Area,Union City,4775940
46500,"Urbana, OH",Micropolitan Statistical Area,Urbana,3979072
46520,"Urban Honolulu, HI",Metropolitan Statistical Area,Urban Honolulu,﻿1517000
46540,"Utica-Rome, NY",Metropolitan Statistical Area,Rome,3663418
46540,"Utica-Rome, NY",Metropolitan Statistical Area,Utica,3676540
46620,"Uvalde, TX",Micropolitan Statistical Area,Uvalde,4874588
46660,"Valdosta, GA",Metropolitan Statistical Area,Valdosta,1378800
46700,"Vallejo-Fairfield, CA",Metropolitan Statistical Area,Fairfield,623182
46700,"Vallejo-Fairfield, CA",Metropolitan Statistical Area,Vallejo,681666
46740,"Valley, AL",Micropolitan Statistical Area,Valley,178204
46780,"Van Wert, OH",Micropolitan Statistical Area,Van Wert,3979562
46820,"Vermillion, SD",Micropolitan Statistical Area,Vermillion,4666700
46860,"Vernal, UT",Micropolitan Statistical Area,Vernal,4980090
46900,"Vernon, TX",Micropolitan Statistical Area,Vernon,4875308
46980,"Vicksburg, MS",Micropolitan Statistical Area,Vicksburg,2876720
47020,"Victoria, TX",Metropolitan Statistical Area,Victoria,4875428
47080,"Vidalia, GA",Micropolitan Statistical Area,Vidalia,1379388
47180,"Vincennes, IN",Micropolitan Statistical Area,Vincennes,1879208
47220,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,Bridgeton,3407600
47220,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,Vineland,3476070
47240,"Vineyard Haven, MA",Micropolitan Statistical Area,Vineyard Haven,2571970
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Hampton,5135000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Newport News,5156000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Norfolk,5157000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Portsmouth,5164000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia Beach,5182000
47300,"Visalia-Porterville, CA",Metropolitan Statistical Area,Porterville,658240
47300,"Visalia-Porterville, CA",Metropolitan Statistical Area,Visalia,682954
47340,"Wabash, IN",Micropolitan Statistical Area,Wabash,1879370
47380,"Waco, TX",Metropolitan Statistical Area,Waco,4876000
47420,"Wahpeton, ND-MN",Micropolitan Statistical Area,Wahpeton,3882660
47460,"Walla Walla, WA",Metropolitan Statistical Area,Walla Walla,5375775
47540,"Wapakoneta, OH",Micropolitan Statistical Area,Wapakoneta,3980766
47580,"Warner Robins, GA",Metropolitan Statistical Area,Warner Robins,1380508
47620,"Warren, PA",Micropolitan Statistical Area,Warren,4281000
47660,"Warrensburg, MO",Micropolitan Statistical Area,Warrensburg,2977092
47700,"Warsaw, IN",Micropolitan Statistical Area,Warsaw,1880306
47780,"Washington, IN",Micropolitan Statistical Area,Washington,1880504
47820,"Washington, NC",Micropolitan Statistical Area,Washington,3771220
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Washington,1150000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Bethesda,2407125
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Frederick,2430325
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Gaithersburg,2431175
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Rockville,2467675
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Silver Spring,2472450
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Alexandria,5101000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Arlington,5103000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Reston,5166672
47920,"Washington Court House, OH",Micropolitan Statistical Area,Washington Court House,3981718
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Cedar Falls,1911755
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Waterloo,1982425
47980,"Watertown, SD",Micropolitan Statistical Area,Watertown,4669300
48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Fort Atkinson,5526675
48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Watertown,5583975
48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,Fort Drum,3626759
48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,Watertown,3678608
48100,"Wauchula, FL",Micropolitan Statistical Area,Wauchula,1275375
48140,"Wausau, WI",Metropolitan Statistical Area,Wausau,5584475
48180,"Waycross, GA",Micropolitan Statistical Area,Waycross,1380956
48220,"Weatherford, OK",Micropolitan Statistical Area,Weatherford,4079450
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Steubenville,3974608
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Weirton,5485156
48300,"Wenatchee, WA",Metropolitan Statistical Area,Wenatchee,5377105
48460,"West Plains, MO",Micropolitan Statistical Area,West Plains,2978928
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,Wheeling,5486452
48580,"Whitewater-Elkhorn, WI",Micropolitan Statistical Area,Elkhorn,5523300
48580,"Whitewater-Elkhorn, WI",Micropolitan Statistical Area,Whitewater,5586925
48620,"Wichita, KS",Metropolitan Statistical Area,Wichita,2079000
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Wichita Falls,4879000
48700,"Williamsport, PA",Metropolitan Statistical Area,Williamsport,4285312
48780,"Williston, ND",Micropolitan Statistical Area,Williston,3886220
48820,"Willmar, MN",Micropolitan Statistical Area,Willmar,2770420
48900,"Wilmington, NC",Metropolitan Statistical Area,Wilmington,3774440
48940,"Wilmington, OH",Micropolitan Statistical Area,Wilmington,3985792
48980,"Wilson, NC",Micropolitan Statistical Area,Wilson,3774540
49020,"Winchester, VA-WV",Metropolitan Statistical Area,Winchester,5186720
49080,"Winnemucca, NV",Micropolitan Statistical Area,Winnemucca,3284800
49100,"Winona, MN",Micropolitan Statistical Area,Winona,2771032
49180,"Winston-Salem, NC",Metropolitan Statistical Area,Winston-Salem,3775000
49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,Marshfield,5549675
49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,Wisconsin Rapids,5588200
49260,"Woodward, OK",Micropolitan Statistical Area,Woodward,4082150
49300,"Wooster, OH",Micropolitan Statistical Area,Wooster,3986548
49340,"Worcester, MA-CT",Metropolitan Statistical Area,Worcester,2582000
49380,"Worthington, MN",Micropolitan Statistical Area,Worthington,2771734
49420,"Yakima, WA",Metropolitan Statistical Area,Yakima,5380010
49460,"Yankton, SD",Micropolitan Statistical Area,Yankton,4673060
49620,"York-Hanover, PA",Metropolitan Statistical Area,Hanover,4232448
49620,"York-Hanover, PA",Metropolitan Statistical Area,York,4287048
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Boardman,3907454
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Warren,3980892
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Youngstown,3988000
49700,"Yuba City, CA",Metropolitan Statistical Area,Yuba City,686972
49740,"Yuma, AZ",Metropolitan Statistical Area,Yuma,485540
49780,"Zanesville, OH",Micropolitan Statistical Area,Zanesville,3988084
49820,"Zapata, TX",Micropolitan Statistical Area,Zapata,4880716
