cbsa_fips,cbsa,sqmi,population_2005,density,age_total_young,age_total_old,age_total,age_pct_u18,age_pct_o64,nat_total,nat_foreign_born,nat_not_foreign_born,nat_native,nat_nativity,laus_lfpr,laus_pop,laus_lf,laus_emp,laus_unemp,access,city_age,r_1,r_2,st_cap,mfg_lq_gmp,mfg_lq_emp,charitable_assets,intermodal_freight,enplanements,hist_bldgs,hist_strct,hist_sites,hist_objct,hist_dists,hist_registry_total,city_peak_yr,city_peak_pop,city_decades_since_peak,city_pop_2010,city_decline_since_peak,pctchg_00_05,vacancy_msa,vacancy_city,pct_prewar_city,pct_prewar_msa,total_units_2005,hud_units_2005,pct_ph,med_val_cbsa,med_val_city,prop_crimes_per100k,prop_crimes_burglary,prop_crimes_larceny,prop_crimes_moto_theft,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_total_in_poverty,pov_total,pov_poverty_rate,gini,total_bridges_2005,bad_bridges_2005,pct_deficient,npl_sites,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus,edu_total_bach,edu_total_mast,edu_total_prof,edu_total_doct,edu_total_nohs,edu_total_degr,edu_total_ov25,enplane_per_cap,chartbl_per_cap,r1_per_cap,r2_per_cap,r_univ_per_cap,freight_sqmi,ln_hist_bldg,ln_hist_registry
25180,"Hagerstown-Martinsburg, MD-WV",788.3156,234198,297.0866,50443,27156,207828,0.2427,0.1307,79295,3360,75935,54794,0.9576,0.4755,234198,111364,106663,4701,34.8446,0,0,0,0,1.06,0.98,23444583,3,5063,33,6,2,0,3,44,2010,39662,0,39662,0,0.1269,0.0767,0.0726,0.3982,0.217,85885,2818,0.0328,186000,89100,2380.8914,1084,4061,431,7.605,30.8,17.5,20253,197391,0.1026,0.4219,382,0,0,1,0.0013,0.2229,0.148,12552,6344,1349,539,31311,20784,140463,0.0216,100.1058,0,0,0,0.0038,3.4965,3.7842
25260,"Hanford-Corcoran, CA",1391.2894,145147,104.3255,37528,9557,129461,0.2899,0.0738,34418,1050,33368,26989,0.9695,0.3709,145147,53840,48757,5083,48.3883,0,0,0,0,1.39,0.84,45848,3,0,0,0,0,0,0,0,2010,53967,0,53967,0,0.1212,0.0587,0.0537,0.0643,0.0692,36563,576,0.0158,185600,100800,2739.2919,835,2508,633,6.27,26.2,19.6,21307,109207,0.1951,0.4391,160,0,0,0,0,0.3117,0.1037,5893,1312,653,136,24033,7994,77095,0,0.3159,0,0,0,0.0022,-Inf,-Inf
25420,"Harrisburg-Carlisle, PA",1662.1949,525775,316.3137,119228,72943,509074,0.2342,0.1433,202380,11120,191260,134529,0.9451,0.5285,525775,277860,266649,11211,61.423,110,0,0,1,0.62,0.74,136072435,15,647468,10,24,1,0,2,37,1950,89544,6,49528,0.4469,0.0328,0.0675,0.1544,0.3945,0.2134,217025,5442,0.0251,175600,56900,2298.3215,2194,9303,587,8.0533,28.6,12.2,40094,487679,0.0822,0.4329,959,0,0,2,0.0012,0.1578,0.2432,53578,19863,8026,2493,54489,83960,345248,1.2315,258.8035,0,0,0,0.009,2.3026,3.6109
25500,"Harrisonburg, VA",870.8202,116602,133.8991,22916,13198,108193,0.2118,0.122,38488,1718,36770,25341,0.9554,0.5248,116602,61197,59178,2019,69.0803,0,0,0,0,2.43,1.7,10939305,1,0,7,1,0,0,0,8,2010,48914,0,48914,0,0.0777,0.0617,0.0406,0.0859,0.1458,41017,539,0.0131,203100,119300,1515.4114,349,1316,102,6.93,26.1,21.05,15434,99558,0.155,0.4375,336,0,0,0,0,0.264,0.2142,8481,3027,880,1012,16519,13400,62571,0,93.8175,0,0,0,0.0011,1.9459,2.0794
25540,"Hartford-West Hartford-East Hartford, CT",1551.0291,1187929,765.8973,278332,160582,1148618,0.2423,0.1398,445870,24269,421601,297070,0.9456,0.5118,1187929,607993,577602,30391,68.9735,120,1,0,1,1.03,1.17,699380232,4,3617453,35,19,3,1,11,69,1950,177397,6,124775,0.2966,0.0342,0.0551,0.1117,0.3233,0.1974,471877,16723,0.0354,244300,95300,2688.6287,5141,22989,3809,7.31,21.4333,11.3333,91303,1105295,0.0826,0.4618,1372,0,0,5,0.0032,0.1599,0.3055,139851,69053,18931,8959,123910,236794,775147,3.0452,588.7391,0,0,0,0.0026,3.5553,4.2341
25620,"Hattiesburg, MS",1622.1413,129050,79.5553,32222,13381,123812,0.2602,0.1081,45999,2422,43577,31359,0.9473,0.489,129050,63099,59276,3823,32.742,0,0,1,0,0.8,0.8,39901161,2,0,0,1,0,0,0,1,2010,45989,0,45989,0,0.0423,0.0883,0.1019,0.0849,0.0601,50453,1121,0.0222,137100,65400,3327.3925,1245,2755,294,9.9633,33.3667,24.2,22885,117979,0.194,0.4816,593,0,0,1,6e-4,0.2023,0.2261,10516,3748,1112,1079,14727,16455,72781,0,309.1915,0,0,0,0.0012,-Inf,0
25860,"Hickory-Lenoir-Morganton, NC",1668.2301,354159,212.2963,82147,43666,341851,0.2403,0.1277,133966,5506,128460,95585,0.9589,0.4976,354159,176216,164619,11597,8.7442,0,0,0,0,2.89,3.09,112090054,1,11530,8,3,2,0,5,18,2010,40010,0,40010,0,0.036,0.0753,0.0724,0.0862,0.0746,144874,1975,0.0136,126000,116600,3670.3853,4115,7889,995,8.4375,28,16.725,32802,334747,0.098,0.4559,788,0,0,0,0,0.2966,0.1362,22333,6377,2237,507,68485,31454,230937,0.0326,316.4964,0,0,0,6e-4,2.0794,2.8904
25980,"Hinesville, GA",946.0122,76395,80.7548,23105,3026,71914,0.3213,0.0421,22957,1258,21699,17823,0.9452,0.3752,76395,28663,27079,1584,46.81,0,0,0,0,0.53,0.35,1131930,0,0,1,1,0,0,0,2,2010,33437,0,33437,0,0.0623,0.1241,0.1034,0.0062,0.0175,26209,704,0.0269,120100,76300,3751.5544,684,2058,124,8.55,30,29.5,10450,66778,0.1565,0.4063,105,0,0,0,0,0.1513,0.1319,3157,1239,312,84,5495,4792,36324,0,14.8168,0,0,0,0,0,0.6931
26300,"Hot Springs, AR",734.818,92096,125.3317,18759,18652,88068,0.213,0.2118,37813,1202,36611,25250,0.9682,0.4554,92096,41936,39562,2374,22.0637,0,0,0,0,0.74,0.71,5864694,0,3366,0,4,2,1,10,17,1980,35781,3,35193,0.0164,0.0457,0.1588,0.1444,0.1302,0.0734,44953,954,0.0212,131500,69200,7720.205,1809,4794,507,8.67,26.6,22.2,12565,86164,0.1458,0.4887,273,0,0,0,0,0.2171,0.1797,7327,2694,961,281,13609,11263,62694,0.0365,63.6802,0,0,0,0,-Inf,2.8332
26380,"Houma-Thibodaux, LA",2730.415,199625,73.1116,55069,20329,194477,0.2832,0.1045,68054,2196,65858,51705,0.9677,0.4828,199625,96374,90333,6041,23.9255,0,0,0,0,0.96,1.06,32773875,0,0,2,0,0,0,0,2,2010,33727,0,33727,0,0.0265,0.0923,0.0703,0.0927,0.0651,74973,1133,0.0151,144000,79300,3660.3632,1444,5496,367,10.39,29.7,20.1,34167,190786,0.1791,0.4555,332,0,0,0,0,0.3329,0.123,10220,2741,1292,407,39664,14660,119162,0,164.1772,0,0,0,0,0.6931,0.6931
26420,"Houston-The Woodlands-Sugar Land, TX",8609.8393,5234054,607.9154,1362394,363803,4693161,0.2903,0.0775,1648148,100239,1547909,1175986,0.9392,0.4954,5234054,2592941,2447949,144992,46.4787,100,1,1,0,1.4,0.91,7184083618,49,22993838,2,17,1,2,1,23,2010,2099451,0,2099451,0,0.1153,0.0783,0.0819,0.0519,0.0365,1788107,20034,0.0112,166500,77500,4246.4598,52893,139328,30041,7.6456,27.4889,24.5556,631199,4620817,0.1366,0.487,5746,0,0,20,0.0023,0.2365,0.2646,509290,163017,59071,28982,679704,760360,2873579,4.3931,1372.5658,0,0,0,0.0057,0.6931,3.1355
26580,"Huntington-Ashland, WV-KY-OH",2561.1592,361864,141.2891,82323,52888,362346,0.2272,0.146,146389,4851,141538,102895,0.9669,0.4554,361864,164800,155947,8853,38.8197,90,0,0,0,1.42,0.83,47956849,7,50289,5,9,2,1,6,23,1950,86353,6,49138,0.431,-0.0013,0.0926,0.1133,0.341,0.1557,161331,4048,0.0251,112000,65600,2376.0308,2056,5889,653,9.9586,32.8,15.3,61415,355288,0.1729,0.478,1068,0,0,4,0.0016,0.2318,0.1501,21955,10316,3257,1251,56822,36779,245090,0.139,132.5273,0,0,0,0.0027,1.6094,3.1355
26620,"Huntsville, AL",1420.1219,372777,262.4965,87128,37286,342376,0.2545,0.1089,134643,7046,127597,93573,0.9477,0.5201,372777,193890,186636,7254,14.6367,50,0,1,0,1.53,1.56,49041916,6,619499,6,5,2,0,2,15,2010,180105,0,180105,0,0.0888,0.0852,0.094,0.0343,0.0342,147185,3684,0.025,168000,95600,4852.7672,4176,12373,1541,9.465,29.3,16.25,36179,332338,0.1089,0.4665,922,0,0,1,7e-4,0.167,0.309,46127,17599,2839,2598,37389,69163,223845,1.6618,131.5583,0,0,0,0.0042,1.7918,2.7081
26820,"Idaho Falls, ID",5234.768,116208,22.1993,34330,10606,104576,0.3283,0.1014,35743,1027,34716,27146,0.9713,0.5264,116208,61167,59280,1887,52.2727,10,0,0,0,0.56,0.65,17877408,0,135058,3,2,0,0,0,5,2010,56813,0,56813,0,0.1112,0.0609,0.0495,0.1137,0.1162,38061,385,0.0101,160900,88700,2504.1305,549,2170,191,7.5833,26.3667,18.6333,10766,103491,0.104,0.4381,353,0,0,1,2e-4,0.1295,0.2387,9747,3237,873,635,7859,14492,60710,1.1622,153.8397,0,0,0,0,1.0986,1.6094
26900,"Indianapolis-Carmel-Anderson, IN",4336.274,1772959,408.8669,439754,182286,1658462,0.2652,0.1099,647926,40283,607643,434802,0.9378,0.5309,1772959,941192,893669,47523,33.4881,130,0,1,1,1.75,1.08,10488149734,26,4221085,11,11,4,0,9,35,2010,820445,0,820445,0,0.069,0.0768,0.0917,0.1658,0.1556,701812,16791,0.0239,148500,96600,3904.546,14850,44076,10300,7.3582,28.3818,13.8273,138444,1617188,0.0856,0.4669,3372,52,0.0154,7,0.0016,0.1609,0.2549,180664,63696,20381,8834,172664,273575,1073162,2.3808,5915.6189,0,0,0,0.006,2.3979,3.5553
26980,"Iowa City, IA",1192.2785,141650,118.8061,27701,11959,131676,0.2104,0.0908,52136,5189,46947,29206,0.9005,0.6076,141650,86066,83289,2777,98.6659,30,1,0,0,1.03,0.77,41219516,0,0,2,2,1,0,1,6,2010,67862,0,67862,0,0.0757,0.0412,0.0338,0.1447,0.1866,54374,757,0.0139,198500,121400,2038.8281,589,2173,126,6.155,25.2,12.7,16930,122980,0.1377,0.476,582,0,0,0,0,0.0836,0.4195,18039,7788,3053,3312,6412,32192,76735,0,290.9955,0,0,0,0,0.6931,1.7918
27060,"Ithaca, NY",490.7117,99433,202.6302,18296,9257,96501,0.1896,0.0959,36420,3746,32674,19120,0.8971,0.5491,99433,54600,52653,1947,99.423,0,1,0,0,0.73,0.66,225986223,0,79953,1,1,0,0,0,2,2010,30014,0,30014,0,0.0304,0.0571,0.0418,0.4859,0.2978,38625,1205,0.0312,190100,96300,2709.3621,442,2172,80,6.71,25.3,27.3,14905,84541,0.1763,0.49370000000000003,195,0,0,0,0,0.0864,0.4746,11042,8378,1699,4068,4584,25187,53075,0.8041,2272.7487,0,0,0,0,0,0.6931
27100,"Jackson, MI",722.3258,163047,225.725,40597,20380,158422,0.2563,0.1286,58168,2304,55864,40840,0.9604,0.4803,163047,78307,72944,5363,29.1412,80,0,0,0,1.73,1.61,22377864,2,0,2,3,0,0,0,5,1930,55187,8,33534,0.3924,0.0292,0.0753,0.0676,0.5107,0.258,62906,1759,0.028,120100,64400,2944.5497,1089,3357,355,7.97,30.3,12.2,13417,148414,0.0904,0.4451,156,0,0,0,0,0.1578,0.1626,11704,3823,1091,434,16545,17052,104880,0,137.2479,0,0,0,0.0028,0.6931,1.6094
27140,"Jackson, MS",4732.6393,545336,115.2287,144795,56481,525346,0.2756,0.1075,189734,9413,180321,134306,0.9504,0.4995,545336,272411,256376,16035,16.0149,70,0,1,1,0.76,0.79,369250419,9,722219,9,9,3,1,5,27,1980,202895,3,173514,0.1448,0.0381,0.0815,0.1036,0.0416,0.0416,206561,6177,0.0299,139600,64200,3745.3973,5321,12609,2495,12.4933,32.5333,19.3667,89822,504915,0.1779,0.4797,2005,0,0,2,4e-4,0.2094,0.2542,54284,18232,7286,2545,67829,82347,323927,1.3244,677.1063,0,0,0,0.0019,2.1972,3.2958
27180,"Jackson, TN",1110.1711,126192,113.669,31133,15703,121909,0.2554,0.1288,46844,1877,44967,32915,0.9599,0.478,126192,60322,56783,3539,24.1182,10,0,0,0,2.02,1.79,85243,1,2703,1,0,0,0,0,1,2010,65211,0,65211,0,0.0351,0.0728,0.0783,0.1028,0.0884,50521,1532,0.0303,120300,80500,4950.3931,1638,3991,618,9.1567,30.4333,15.9667,16809,117094,0.1436,0.4676,742,21,0.0283,2,0.0018,0.243,0.1869,9472,3256,1180,531,18777,14439,77259,0.0214,0.6755,0,0,0,9e-4,0,0
27260,"Jacksonville, FL",3428.9593,1249072,364.2715,293332,124421,1122750,0.2613,0.1108,432627,23200,409427,297301,0.9464,0.5088,1249072,635531,611676,23855,32.6238,100,0,0,0,0.5,0.52,899531170,22,2890298,4,5,4,0,2,15,2010,821784,0,821784,0,0.1125,0.0893,0.0788,0.054,0.0475,475043,11356,0.0239,174000,84100,4526.7206,11947,38688,5907,8.058,26.1,18.22,118116,1099748,0.1074,0.4676,1039,16,0.0154,6,0.0017,0.1659,0.2259,111489,35319,13347,4544,120990,164699,729108,2.314,720.1596,0,0,0,0.0064,1.3863,2.7081
27340,"Jacksonville, NC",801.9332,157205,196.0325,39338,9499,150355,0.2616,0.0632,48122,2137,45985,36594,0.9556,0.3562,157205,55996,53011,2985,55.4413,10,0,0,0,0.32,0.11,4172770,1,92327,0,0,0,0,2,2,2010,70145,0,70145,0,0.0456,0.1365,0.0621,0.0135,0.0179,55726,589,0.0106,154400,82800,1819.2806,876,1811,173,7.99,29.8,17.3,16917,131038,0.1291,0.4065,129,0,0,2,0.0025,0.1568,0.1477,7770,2356,788,207,11804,11121,75286,0.5873,26.5435,0,0,0,0.0012,-Inf,0.6931
27500,"Janesville-Beloit, WI",724.8855,156761,216.2562,40366,19395,152307,0.265,0.1273,58617,2642,55975,40403,0.9549,0.5307,156761,83193,78337,4856,35.8383,30,0,0,0,2.15,1.92,96631451,0,0,0,2,2,0,5,9,2010,63575,0,63575,0,0.0292,0.0574,0.0474,0.2157,0.2653,62187,1198,0.0193,135000,98900,3653.9701,1072,4369,287,7.4,27.5,8.5,10880,148541,0.0732,0.4174,279,0,0,3,0.0041,0.1608,0.1668,11160,3752,1176,391,15887,16479,98770,0,616.4253,0,0,0,0,-Inf,2.1972
27620,"Jefferson City, MO",2276.8586,144450,63.4427,34938,16538,140052,0.2495,0.1181,51637,2422,49215,35589,0.9531,0.5387,144450,77810,74374,3436,21.2329,0,0,0,1,0.74,0.77,40805184,3,0,3,0,1,0,3,7,2010,43079,0,43079,0,0.0314,0.0897,0.0702,0.1489,0.1433,56728,1100,0.0194,143900,97700,2638.2831,856,2748,207,7.0825,29.725,14.4,11254,128794,0.0874,0.4151,705,29,0.0411,0,0,0.1825,0.2122,12972,4731,1119,554,16667,19376,91313,0,282.4866,0,0,0,0.0013,1.0986,1.9459
27740,"Johnson City, TN",863.6071,189182,219.0603,38581,26631,181607,0.2124,0.1466,75197,3531,71666,51039,0.953,0.5002,189182,94637,89637,5000,19.5245,10,0,0,0,1.33,1.26,12882438,3,0,1,0,1,0,1,3,2010,63152,0,63152,0,0.0417,0.082,0.0781,0.1133,0.1163,81913,2639,0.0322,137100,95300,3759.3429,1587,5131,394,8.6067,30.4,13.1,25966,175758,0.1477,0.4863,648,0,0,0,0,0.2632,0.1845,14922,5148,1892,1131,32939,23093,125141,0,68.0955,0,0,0,0.0035,0,1.0986
27780,"Johnstown, PA",692.6294,146975,212.1986,32075,30087,152598,0.2102,0.1972,60531,1830,58701,40615,0.9698,0.4567,146975,67122,63007,4115,51.502,100,0,0,0,0.72,0.8,4788635,1,12674,0,7,0,0,2,9,1920,67327,9,20978,0.6884,-0.0368,0.08,0.1303,0.5728,0.3922,65796,2861,0.0435,88900,36500,2265.6914,810,2329,191,8.8,31.3,11,18111,145016,0.1249,0.4388,281,0,0,0,0,0.1995,0.137,9565,3252,1412,405,21304,14634,106780,0.0862,32.5813,0,0,0,0.0014,-Inf,2.1972
27860,"Jonesboro, AR",1476.2103,112570,76.2561,26493,13320,107762,0.2458,0.1236,42327,1722,40605,29332,0.9593,0.5025,112570,56567,53657,2910,17.7146,10,0,0,0,1.41,1.57,2494676,4,3079,1,5,0,0,1,7,2010,67263,0,67263,0,0.0446,0.0835,0.0842,0.0467,0.059,46184,1850,0.0401,120200,85000,4925.8239,2060,3237,248,8.63,31.35,18.15,17586,104688,0.168,0.4744,607,0,0,0,0,0.2648,0.1733,7453,2722,845,657,17850,11677,67399,0.0274,22.1611,0,0,0,0.0027,0,1.9459
27900,"Joplin, MO",1267.5119,166160,131.0915,40771,21818,157322,0.2592,0.1387,61552,2185,59367,42676,0.9645,0.4954,166160,82311,78276,4035,19.4204,0,0,0,0,2.1,1.91,30490844,1,10056,1,0,0,0,1,2,2010,50150,0,50150,0,0.0562,0.0877,0.1044,0.2121,0.1934,67468,1461,0.0217,114500,67300,4826.6731,1423,5957,640,6.75,30.35,15.25,20819,153932,0.1352,0.4457,706,0,0,4,0.0032,0.204,0.1637,11025,3547,1378,486,20488,16436,100417,0.0605,183.5029,0,0,0,8e-4,0,0.6931
28020,"Kalamazoo-Portage, MI",1201.5373,320268,266.5485,78797,36521,314866,0.2503,0.116,121461,7382,114079,78263,0.9392,0.5416,320268,173449,163618,9831,48.0688,80,0,1,0,1.78,1.56,424733657,5,235948,1,1,0,0,4,6,1970,85555,4,74262,0.132,0.0172,0.0883,0.075,0.2889,0.1802,133225,4027,0.0302,141100,80700,3636.9541,2644,8279,725,7.56,28.2,13.35,35817,303293,0.1181,0.4623,259,0,0,6,0.005,0.1372,0.2691,32307,13878,3225,2782,26608,52192,193915,0.7367,1326.182,0,0,0,0.0042,0,1.7918
28100,"Kankakee, IL",680.3547,107917,158.6187,28107,13584,103833,0.2707,0.1308,38182,1477,36705,26759,0.9613,0.4881,107917,52672,49324,3348,62.2807,0,0,0,0,1.51,1.18,282079,3,0,0,0,0,0,0,0,1980,29633,3,27537,0.0707,0.0393,0.0598,0.0862,0.2903,0.1941,40610,1318,0.0325,140100,72300,1194.4365,371,868,50,8.2,28.7,11.5,11445,100050,0.1144,0.4264,342,0,0,1,0.0015,0.202,0.1496,6161,2716,658,315,13299,9850,65844,0,2.6139,0,0,0,0.0044,-Inf,-Inf
28140,"Kansas City, MO-KS",7367.5992,1909428,259.1656,481399,208632,1811254,0.2658,0.1152,708309,41906,666403,476001,0.9408,0.5308,1909428,1013562,956538,57024,31.6269,130,0,1,0,0.79,0.8,4047130069,74,5063120,17,11,10,0,13,51,1970,507087,4,459787,0.0933,0.0542,0.0647,0.0907,0.2258,0.1323,757344,22359,0.0295,166800,83300,4746.0287,16621,61391,12610,7.2086,29.5286,13.7571,152164,1778491,0.0856,0.4569,4697,0,0,6,8e-4,0.1343,0.2816,220490,78549,24425,8161,158150,331625,1177667,2.6516,2119.551,0,0,0,0.01,2.8332,3.9318
28420,"Kennewick-Richland, WA",3017.5478,219086,72.604,59435,18855,191822,0.3098,0.0983,67706,2467,65239,49678,0.9636,0.5217,219086,114306,107034,7272,47.7602,10,0,0,0,0.59,0.63,901588,12,240767,0,1,0,0,0,1,2010,73917,0,73917,0,0.1421,0.0603,0.057,0.0187,0.032,72047,1308,0.0182,192800,106300,3712.6973,1525,5917,692,6.185,27.1,16.1,23797,189539,0.1256,0.4261,302,0,0,5,0.0017,0.1992,0.2332,16934,6942,1286,1660,22909,26822,114996,1.099,4.1152,0,0,0,0.004,-Inf,0
28660,"Killeen-Temple, TX",2861.001,357533,124.9678,93309,27715,330714,0.2821,0.0838,112011,5860,106151,82630,0.9477,0.4178,357533,149377,141661,7716,45.4674,20,0,0,0,0.72,0.49,47889042,0,192887,1,4,0,0,0,5,2010,127921,0,127921,0,0.0811,0.0831,0.0819,0.0071,0.0447,122159,1885,0.0154,132300,72500,3633.2311,3785,8714,491,7.5333,26.9,25.7333,35531,303799,0.117,0.4274,812,0,0,1,3e-4,0.1647,0.1796,23226,7551,2756,706,31402,34239,190685,0.5395,133.943,0,0,0,0,0,1.6094
28700,"Kingsport-Bristol-Bristol, TN-VA",2046.8599,302519,147.7966,64855,46970,298484,0.2173,0.1574,124021,3950,120071,87501,0.9682,0.4637,302519,140267,132853,7414,12.508,0,0,0,0,1.81,1.92,91496617,6,244815,7,1,1,1,1,11,2010,48205,0,48205,0,0.0135,0.0899,0.0979,0.1043,0.1042,136277,3756,0.0276,124000,85400,3525.3984,2201,7768,696,8.184,28.56,13.08,39856,293241,0.1359,0.4633,921,0,0,0,0,0.2689,0.1551,21684,7080,2488,1452,56720,32704,210921,0.8093,302.4492,0,0,0,0.0029,1.9459,2.3979
28740,"Kingston, NY",1158.8905,182438,157.4247,41771,23711,177749,0.235,0.1334,67499,3167,64332,43563,0.9531,0.5033,182438,91816,87828,3988,75.1894,0,0,0,0,0.61,0.68,7257698,0,0,41,15,2,0,4,62,1960,29260,5,23893,0.1834,0.0264,0.1308,0.072,0.4966,0.2794,77656,1115,0.0144,221600,86500,1985.8801,585,2867,171,7.23,26.7,16.8,19338,169367,0.1142,0.4553,372,0,0,3,0.0026,0.1832,0.2497,16652,10093,2204,1188,22112,30137,120670,0,39.7817,0,0,0,0,3.7136,4.1271
28940,"Knoxville, TN",3649.2463,790669,216.6664,168931,102666,748259,0.2258,0.1372,305590,14857,290733,207089,0.9514,0.5034,790669,398020,379301,18719,18.1253,90,1,0,0,1.24,1.11,338705659,9,904004,5,6,8,0,10,29,2010,178874,0,178874,0,0.0567,0.0891,0.098,0.1288,0.0788,335484,12274,0.0366,158700,77800,3168.8355,6049,16653,2353,8.6889,29.3333,14,96010,729264,0.1317,0.4786,1561,0,0,1,3e-4,0.2237,0.2201,69433,27231,8422,6263,113172,111349,505893,1.1433,428.3786,0,0,0,0.0025,1.6094,3.3673
29020,"Kokomo, IN",293.5698,84382,287.4342,21748,11336,84964,0.256,0.1334,34800,1541,33259,23572,0.9557,0.4642,84382,39174,36607,2567,27.2898,0,0,0,0,4.62,3.03,1417367,1,0,1,0,0,0,0,1,1980,47808,3,45468,0.0489,-0.0068,0.0746,0.0906,0.2785,0.2227,37604,1392,0.037,101300,72800,5080.4674,1110,2968,209,7.93,28.3,11,7944,83719,0.0949,0.4411,154,0,0,1,0.0034,0.1668,0.1808,6314,2836,705,308,9378,10163,56222,0,16.797,0,0,0,0.0034,0,0
29100,"La Crosse-Onalaska, WI-MN",1046.8189,129549,123.7549,30621,16599,126838,0.2414,0.1309,49232,2867,46365,31007,0.9418,0.5597,129549,72515,69556,2959,66.7776,40,0,0,0,1.15,1.3,54994573,6,122068,1,8,0,0,0,9,2000,51818,1,51320,0.0096,0.0214,0.0468,0.0505,0.2995,0.2225,51647,1465,0.0284,161800,83200,2317.2699,427,2457,118,6.56,26.45,10.15,12105,121122,0.0999,0.4404,477,0,0,1,0.001,0.1103,0.2457,12499,4527,1423,797,8638,19246,78326,0.9423,424.5079,0,0,0,0.0057,0,2.1972
29180,"Lafayette, LA",3663.9572,436399,119.1059,121073,45893,425020,0.2849,0.108,155891,6778,149113,111116,0.9565,0.4773,436399,208275,196309,11966,32.7695,40,0,1,0,0.59,0.69,88977162,7,176448,2,1,0,0,3,6,2010,120623,0,120623,0,0.0268,0.093,0.0717,0.0436,0.0667,171881,5132,0.0299,143400,99800,2406.9716,2279,7473,752,10.212,29.36,21.4,82293,416024,0.1978,0.4794,1187,75,0.0632,3,8e-4,0.2822,0.1699,30644,8565,3555,1240,73082,44004,258954,0.4043,203.8895,0,0,0,0.0019,0.6931,1.7918
29200,"Lafayette-West Lafayette, IN",1283.0134,188023,146.548,39124,17815,178541,0.2191,0.0998,66502,4628,61874,40638,0.9304,0.5026,188023,94494,89847,4647,86.5969,10,1,0,0,2.5,1.82,22059039,5,0,1,5,1,0,2,9,2010,67140,0,67140,0,0.0531,0.0612,0.0602,0.2219,0.1936,70836,1709,0.0241,138400,89300,3042.181,1154,4214,352,6.3467,28.4333,19.3,22420,162439,0.138,0.4604,565,0,0,1,8e-4,0.1292,0.292,16062,8118,1670,3168,12835,29018,99368,0,117.321,0,0,0,0.0039,0,2.1972
29340,"Lake Charles, LA",2736.5527,192364,70.2943,53106,22817,193568,0.2744,0.1179,72205,2662,69543,51737,0.9631,0.4963,192364,95465,88378,7087,20.1363,50,0,0,0,4.38,0.99,22771296,4,46399,0,1,0,0,0,1,1970,77998,4,71993,0.077,-0.0062,0.1122,0.1099,0.0861,0.0634,81331,2288,0.0281,136700,70800,4805.473,3131,5516,597,9.16,30.6,27.8,28802,188592,0.1527,0.4654,531,13,0.0245,2,7e-4,0.2342,0.164,13618,4310,1438,447,28299,19813,120820,0.2412,118.3761,0,0,0,0.0015,-Inf,0
29460,"Lakeland-Winter Haven, FL",2013.5374,547373,271.8465,118205,88738,483924,0.2443,0.1834,187233,6023,181210,132305,0.9678,0.4716,547373,258158,247679,10479,18.4029,20,0,0,0,0.82,0.82,309473495,4,0,0,0,1,0,1,2,2010,97422,0,97422,0,0.1311,0.1729,0.1404,0.0754,0.0423,226376,2826,0.0125,121100,71500,3888.5732,5079,14432,1774,8.16,30.1,24,60953,471192,0.1294,0.4391,324,0,0,2,0.001,0.2524,0.1492,32646,10112,4259,1652,82340,48669,326208,0,565.3795,0,0,0,0.002,-Inf,0.6931
29540,"Lancaster, PA",982.6876,494722,503.4377,125291,66060,470658,0.2662,0.1404,172560,7214,165346,124129,0.9582,0.5409,494722,267575,257802,9773,61.9605,90,0,0,0,1.7,1.79,182453560,7,6101,11,53,4,0,10,78,1950,63774,6,59322,0.0698,0.0511,0.0413,0.0908,0.5402,0.255,179990,2325,0.0129,193200,71900,2203.4597,2096,8166,639,6.15,27.4,13.6,35553,456362,0.0779,0.4229,746,0,0,2,0.002,0.2264,0.2051,41643,13568,4759,2069,68482,62039,302503,0.0123,368.8002,0,0,0,0.0071,2.3979,4.3567
29620,"Lansing-East Lansing, MI",1711.7874,462743,270.3274,110643,45036,447728,0.2471,0.1006,172413,11302,161111,109994,0.9344,0.5361,462743,248085,233089,14996,77.1577,90,1,0,1,1.06,0.95,161057123,6,314593,1,5,0,0,1,7,1970,131403,4,114297,0.1302,0.0335,0.0517,0.0687,0.2481,0.1903,181804,5380,0.0296,138900,73000,2938.7803,2753,10001,845,7.3067,29.2,13.6667,47332,428603,0.1104,0.4531,654,0,0,4,0.0023,0.1136,0.2838,45852,19383,6180,5722,30880,77137,271817,0.6798,348.04880000000003,0,0,0,0.0035,0,1.9459
29700,"Laredo, TX",3382.4118,223703,66.1371,69862,14656,193117,0.3618,0.0759,50740,1112,49628,43436,0.9781,0.3828,223703,85624,80484,5140,39.7411,60,0,0,0,0.16,0.15,53714106,7,92316,0,0,0,0,0,0,2010,236091,0,236091,0,0.1584,0.0809,0.0689,0.0509,0.048,55206,1457,0.0264,115500,70400,5751.3757,1660,10219,987,7.18,28,39.9,59339,190359,0.3117,0.4912,299,0,0,0,0,0.4701,0.1393,8710,2904,2122,356,47566,14092,101182,0.4127,240.1135,0,0,0,0.0021,-Inf,-Inf
